time (days); x ; y ; r ; f ; E ; M ; P
8993 ; -22.2316 ; 4.35101 ; 22.6534 ; 2.94832 ; 1.54884e+09 ; 1.54884e+09 ; 27410.9
8994 ; -5.74183 ; 3.46778 ; 6.70777 ; 2.59827 ; 1.54901e+09 ; 1.54901e+09 ; 27410.9
8995 ; -18.2994 ; -4.52656 ; 18.8509 ; -2.8991 ; 1.54919e+09 ; 1.54919e+09 ; 27410.9
8996 ; -28.1049 ; -3.58681 ; 28.3328 ; -3.01466 ; 1.54936e+09 ; 1.54936e+09 ; 27410.9
8997 ; -33.2043 ; -1.9916 ; 33.2639 ; -3.08168 ; 1.54953e+09 ; 1.54953e+09 ; 27410.9
8998 ; -34.9973 ; -0.187991 ; 34.9978 ; -3.13622 ; 1.5497e+09 ; 1.5497e+09 ; 27410.9
8999 ; -33.8197 ; 1.63226 ; 33.859 ; 3.09337 ; 1.54988e+09 ; 1.54988e+09 ; 27410.9
9000 ; -29.4575 ; 3.29147 ; 29.6409 ; 3.03032 ; 1.55005e+09 ; 1.55005e+09 ; 27410.9
9001 ; -20.847 ; 4.43948 ; 21.3144 ; 2.93177 ; 1.55022e+09 ; 1.55022e+09 ; 27410.9
9002 ; -1.3397 ; 2.05235 ; 2.4509 ; 2.14911 ; 1.55039e+09 ; 1.55039e+09 ; 27410.9
9003 ; -19.8898 ; -4.48343 ; 20.3889 ; -2.91989 ; 1.55057e+09 ; 1.55057e+09 ; 27410.9
9004 ; -28.9477 ; -3.40989 ; 29.1478 ; -3.02434 ; 1.55074e+09 ; 1.55074e+09 ; 27410.9
9005 ; -33.594 ; -1.77415 ; 33.6408 ; -3.08883 ; 1.55091e+09 ; 1.55091e+09 ; 27410.9
9006 ; -35.0119 ; 0.0404256 ; 35.0119 ; 3.14044 ; 1.55108e+09 ; 1.55108e+09 ; 27410.9
9007 ; -33.4617 ; 1.85143 ; 33.5129 ; 3.08632 ; 1.55125e+09 ; 1.55125e+09 ; 27410.9
9008 ; -28.657 ; 3.47344 ; 28.8667 ; 3.02097 ; 1.55143e+09 ; 1.55143e+09 ; 27410.9
9009 ; -19.3428 ; 4.50243 ; 19.8599 ; 2.91289 ; 1.5516e+09 ; 1.5516e+09 ; 27410.9
9010 ; -3.14891 ; -2.7799 ; 4.20042 ; -2.41836 ; 1.55177e+09 ; 1.55177e+09 ; 27410.9
9011 ; -21.3499 ; -4.41081 ; 21.8008 ; -2.93786 ; 1.55194e+09 ; 1.55194e+09 ; 27410.9
9012 ; -29.7257 ; -3.22533 ; 29.9002 ; -3.03351 ; 1.55212e+09 ; 1.55212e+09 ; 27410.9
9013 ; -33.9348 ; -1.55412 ; 33.9703 ; -3.09583 ; 1.55229e+09 ; 1.55229e+09 ; 27410.9
9014 ; -34.9813 ; 0.268791 ; 34.9823 ; 3.13391 ; 1.55246e+09 ; 1.55246e+09 ; 27410.9
9015 ; -33.0544 ; 2.06787 ; 33.1191 ; 3.07911 ; 1.55263e+09 ; 1.55263e+09 ; 27410.9
9016 ; -27.7904 ; 3.6474 ; 28.0287 ; 3.01109 ; 1.5528e+09 ; 1.5528e+09 ; 27410.9
9017 ; -17.7014 ; 4.53331 ; 18.2726 ; 2.89088 ; 1.55298e+09 ; 1.55298e+09 ; 27410.9
9018 ; -6.9488 ; -3.70517 ; 7.87491 ; -2.65173 ; 1.55315e+09 ; 1.55315e+09 ; 27410.9
9019 ; -22.6956 ; -4.3145 ; 23.1021 ; -2.95373 ; 1.55332e+09 ; 1.55332e+09 ; 27410.9
9020 ; -30.4421 ; -3.03408 ; 30.593 ; -3.04225 ; 1.55349e+09 ; 1.55349e+09 ; 27410.9
9021 ; -34.2276 ; -1.33189 ; 34.2535 ; -3.1027 ; 1.55367e+09 ; 1.55367e+09 ; 27410.9
9022 ; -34.9055 ; 0.496806 ; 34.909 ; 3.12736 ; 1.55384e+09 ; 1.55384e+09 ; 27410.9
9023 ; -32.5968 ; 2.28116 ; 32.6765 ; 3.07173 ; 1.55401e+09 ; 1.55401e+09 ; 27410.9
9024 ; -26.8539 ; 3.81217 ; 27.1231 ; 3.00058 ; 1.55418e+09 ; 1.55418e+09 ; 27410.9
9025 ; -15.8984 ; 4.52264 ; 16.5292 ; 2.86444 ; 1.55435e+09 ; 1.55435e+09 ; 27410.9
9026 ; -9.8847 ; -4.13289 ; 10.7139 ; -2.74557 ; 1.55453e+09 ; 1.55453e+09 ; 27410.9
9027 ; -23.9392 ; -4.19873 ; 24.3046 ; -2.96797 ; 1.5547e+09 ; 1.5547e+09 ; 27410.9
9028 ; -31.0996 ; -2.83696 ; 31.2288 ; -3.05062 ; 1.55487e+09 ; 1.55487e+09 ; 27410.9
9029 ; -34.4733 ; -1.10782 ; 34.4911 ; -3.10947 ; 1.55504e+09 ; 1.55504e+09 ; 27410.9
9030 ; -34.7842 ; 0.724176 ; 34.7917 ; 3.12078 ; 1.55522e+09 ; 1.55522e+09 ; 27410.9
9031 ; -32.0874 ; 2.49082 ; 32.184 ; 3.06412 ; 1.55539e+09 ; 1.55539e+09 ; 27410.9
9032 ; -25.8428 ; 3.96634 ; 26.1454 ; 2.9893 ; 1.55556e+09 ; 1.55556e+09 ; 27410.9
9033 ; -13.8991 ; 4.45575 ; 14.5958 ; 2.83137 ; 1.55573e+09 ; 1.55573e+09 ; 27410.9
9034 ; -12.3604 ; -4.36327 ; 13.1079 ; -2.80224 ; 1.5559e+09 ; 1.5559e+09 ; 27410.9
9035 ; -25.0903 ; -4.06671 ; 25.4177 ; -2.98091 ; 1.55608e+09 ; 1.55608e+09 ; 27410.9
9036 ; -31.7006 ; -2.63467 ; 31.8099 ; -3.05867 ; 1.55625e+09 ; 1.55625e+09 ; 27410.9
9037 ; -34.6725 ; -0.882251 ; 34.6837 ; -3.11615 ; 1.55642e+09 ; 1.55642e+09 ; 27410.9
9038 ; -34.6172 ; 0.950591 ; 34.6302 ; 3.11414 ; 1.55659e+09 ; 1.55659e+09 ; 27410.9
9039 ; -31.5247 ; 2.69634 ; 31.6398 ; 3.05627 ; 1.55677e+09 ; 1.55677e+09 ; 27410.9
9040 ; -24.7515 ; 4.10818 ; 25.0901 ; 2.97712 ; 1.55694e+09 ; 1.55694e+09 ; 27410.9
9041 ; -11.6493 ; 4.30783 ; 12.4203 ; 2.7874 ; 1.55711e+09 ; 1.55711e+09 ; 27410.9
9042 ; -14.527 ; -4.48311 ; 15.2031 ; -2.84226 ; 1.55728e+09 ; 1.55728e+09 ; 27410.9
9043 ; -26.1567 ; -3.92094 ; 26.4489 ; -2.9928 ; 1.55745e+09 ; 1.55745e+09 ; 27410.9
9044 ; -32.247 ; -2.42784 ; 32.3383 ; -3.06645 ; 1.55763e+09 ; 1.55763e+09 ; 27410.9
9045 ; -34.8257 ; -0.655514 ; 34.8318 ; -3.12277 ; 1.5578e+09 ; 1.5578e+09 ; 27410.9
9046 ; -34.404 ; 1.17574 ; 34.4241 ; 3.10743 ; 1.55797e+09 ; 1.55797e+09 ; 27410.9
9047 ; -30.9069 ; 2.89713 ; 31.0424 ; 3.04813 ; 1.55814e+09 ; 1.55814e+09 ; 27410.9
9048 ; -23.5734 ; 4.23558 ; 23.9508 ; 2.96381 ; 1.55832e+09 ; 1.55832e+09 ; 27410.9
9049 ; -9.05596 ; 4.03086 ; 9.91253 ; 2.72282 ; 1.55849e+09 ; 1.55849e+09 ; 27410.9
9050 ; -16.4624 ; -4.53099 ; 17.0746 ; -2.87301 ; 1.55866e+09 ; 1.55866e+09 ; 27410.9
9051 ; -27.1447 ; -3.7634 ; 27.4043 ; -3.00383 ; 1.55883e+09 ; 1.55883e+09 ; 27410.9
9052 ; -32.7406 ; -2.21703 ; 32.8155 ; -3.07398 ; 1.559e+09 ; 1.559e+09 ; 27410.9
9053 ; -34.9332 ; -0.427918 ; 34.9358 ; -3.12934 ; 1.55918e+09 ; 1.55918e+09 ; 27410.9
9054 ; -34.1441 ; 1.39929 ; 34.1728 ; 3.10063 ; 1.55935e+09 ; 1.55935e+09 ; 27410.9
9055 ; -30.2318 ; 3.09256 ; 30.3896 ; 3.03965 ; 1.55952e+09 ; 1.55952e+09 ; 27410.9
9056 ; -22.3 ; 4.34585 ; 22.7195 ; 2.94912 ; 1.55969e+09 ; 1.55969e+09 ; 27410.9
9057 ; -5.92503 ; 3.50658 ; 6.88492 ; 2.60721 ; 1.55987e+09 ; 1.55987e+09 ; 27410.9
9058 ; -18.2134 ; -4.52785 ; 18.7678 ; -2.89793 ; 1.56004e+09 ; 1.56004e+09 ; 27410.9
9059 ; -28.0596 ; -3.59571 ; 28.2891 ; -3.01414 ; 1.56021e+09 ; 1.56021e+09 ; 27410.9
9060 ; -33.1828 ; -2.00274 ; 33.2432 ; -3.08131 ; 1.56038e+09 ; 1.56038e+09 ; 27410.9
9061 ; -34.9953 ; -0.199766 ; 34.9959 ; -3.13588 ; 1.56055e+09 ; 1.56055e+09 ; 27410.9
9062 ; -33.8368 ; 1.6209 ; 33.8756 ; 3.09373 ; 1.56073e+09 ; 1.56073e+09 ; 27410.9
9063 ; -29.4971 ; 3.28188 ; 29.6791 ; 3.03079 ; 1.5609e+09 ; 1.5609e+09 ; 27410.9
9064 ; -20.9212 ; 4.4355 ; 21.3862 ; 2.93268 ; 1.56107e+09 ; 1.56107e+09 ; 27410.9
9065 ; -1.63221 ; 2.19302 ; 2.73376 ; 2.21062 ; 1.56124e+09 ; 1.56124e+09 ; 27410.9
9066 ; -19.8112 ; -4.48643 ; 20.3128 ; -2.91889 ; 1.56142e+09 ; 1.56142e+09 ; 27410.9
9067 ; -28.9058 ; -3.41921 ; 29.1074 ; -3.02385 ; 1.56159e+09 ; 1.56159e+09 ; 27410.9
9068 ; -33.5751 ; -1.78543 ; 33.6225 ; -3.08847 ; 1.56176e+09 ; 1.56176e+09 ; 27410.9
9069 ; -35.0122 ; 0.0286454 ; 35.0123 ; 3.14077 ; 1.56193e+09 ; 1.56193e+09 ; 27410.9
9070 ; -33.4813 ; 1.84019 ; 33.5319 ; 3.08669 ; 1.5621e+09 ; 1.5621e+09 ; 27410.9
9071 ; -28.6998 ; 3.46424 ; 28.9082 ; 3.02147 ; 1.56228e+09 ; 1.56228e+09 ; 27410.9
9072 ; -19.4235 ; 4.4999 ; 19.938 ; 2.91394 ; 1.56245e+09 ; 1.56245e+09 ; 27410.9
9073 ; -2.90941 ; -2.69941 ; 3.96882 ; -2.39362 ; 1.56262e+09 ; 1.56262e+09 ; 27410.9
9074 ; -21.2775 ; -4.41518 ; 21.7308 ; -2.93699 ; 1.56279e+09 ; 1.56279e+09 ; 27410.9
9075 ; -29.6871 ; -3.23502 ; 29.8629 ; -3.03305 ; 1.56297e+09 ; 1.56297e+09 ; 27410.9
9076 ; -33.9184 ; -1.56552 ; 33.9545 ; -3.09547 ; 1.56314e+09 ; 1.56314e+09 ; 27410.9
9077 ; -34.984 ; 0.25702 ; 34.9849 ; 3.13425 ; 1.56331e+09 ; 1.56331e+09 ; 27410.9
9078 ; -33.0767 ; 2.05678 ; 33.1405 ; 3.07949 ; 1.56348e+09 ; 1.56348e+09 ; 27410.9
9079 ; -27.8368 ; 3.63864 ; 28.0736 ; 3.01162 ; 1.56365e+09 ; 1.56365e+09 ; 27410.9
9080 ; -17.7897 ; 4.53264 ; 18.3581 ; 2.89211 ; 1.56383e+09 ; 1.56383e+09 ; 27410.9
9081 ; -6.77977 ; -3.6744 ; 7.71145 ; -2.64494 ; 1.564e+09 ; 1.564e+09 ; 27410.9
9082 ; -22.6288 ; -4.31998 ; 23.0375 ; -2.95296 ; 1.56417e+09 ; 1.56417e+09 ; 27410.9
9083 ; -30.4066 ; -3.0441 ; 30.5586 ; -3.04181 ; 1.56434e+09 ; 1.56434e+09 ; 27410.9
9084 ; -34.2137 ; -1.34339 ; 34.2401 ; -3.10235 ; 1.56452e+09 ; 1.56452e+09 ; 27410.9
9085 ; -34.9105 ; 0.485061 ; 34.9139 ; 3.1277 ; 1.56469e+09 ; 1.56469e+09 ; 27410.9
9086 ; -32.6217 ; 2.27024 ; 32.7006 ; 3.07211 ; 1.56486e+09 ; 1.56486e+09 ; 27410.9
9087 ; -26.904 ; 3.80392 ; 27.1715 ; 3.00113 ; 1.56503e+09 ; 1.56503e+09 ; 27410.9
9088 ; -15.9959 ; 4.52441 ; 16.6234 ; 2.86594 ; 1.5652e+09 ; 1.5652e+09 ; 27410.9
9089 ; -9.74639 ; -4.11679 ; 10.5802 ; -2.74193 ; 1.56538e+09 ; 1.56538e+09 ; 27410.9
9090 ; -23.8774 ; -4.20512 ; 24.2449 ; -2.96727 ; 1.56555e+09 ; 1.56555e+09 ; 27410.9
9091 ; -31.0671 ; -2.84725 ; 31.1973 ; -3.0502 ; 1.56572e+09 ; 1.56572e+09 ; 27410.9
9092 ; -34.4618 ; -1.11941 ; 34.48 ; -3.10912 ; 1.56589e+09 ; 1.56589e+09 ; 27410.9
9093 ; -34.7916 ; 0.71247 ; 34.7989 ; 3.12112 ; 1.56607e+09 ; 1.56607e+09 ; 27410.9
9094 ; -32.115 ; 2.4801 ; 32.2106 ; 3.06452 ; 1.56624e+09 ; 1.56624e+09 ; 27410.9
9095 ; -25.8968 ; 3.95867 ; 26.1977 ; 2.9899 ; 1.56641e+09 ; 1.56641e+09 ; 27410.9
9096 ; -14.0078 ; 4.46091 ; 14.7009 ; 2.83329 ; 1.56658e+09 ; 1.56658e+09 ; 27410.9
9097 ; -12.2412 ; -4.35455 ; 12.9926 ; -2.79982 ; 1.56675e+09 ; 1.56675e+09 ; 27410.9
9098 ; -25.0331 ; -4.07388 ; 25.3624 ; -2.98027 ; 1.56693e+09 ; 1.56693e+09 ; 27410.9
9099 ; -31.6709 ; -2.64521 ; 31.7812 ; -3.05826 ; 1.5671e+09 ; 1.5671e+09 ; 27410.9
9100 ; -34.6634 ; -0.893915 ; 34.6749 ; -3.11581 ; 1.56727e+09 ; 1.56727e+09 ; 27410.9
9101 ; -34.6269 ; 0.938943 ; 34.6396 ; 3.11448 ; 1.56744e+09 ; 1.56744e+09 ; 27410.9
9102 ; -31.5551 ; 2.68585 ; 31.6692 ; 3.05668 ; 1.56762e+09 ; 1.56762e+09 ; 27410.9
9103 ; -24.8099 ; 4.1012 ; 25.1465 ; 2.97777 ; 1.56779e+09 ; 1.56779e+09 ; 27410.9
9104 ; -11.7727 ; 4.31805 ; 12.5396 ; 2.79004 ; 1.56796e+09 ; 1.56796e+09 ; 27410.9
9105 ; -14.4215 ; -4.47892 ; 15.101 ; -2.84046 ; 1.56813e+09 ; 1.56813e+09 ; 27410.9
9106 ; -26.1036 ; -3.92876 ; 26.3976 ; -2.99221 ; 1.5683e+09 ; 1.5683e+09 ; 27410.9
9107 ; -32.2201 ; -2.4386 ; 32.3123 ; -3.06605 ; 1.56848e+09 ; 1.56848e+09 ; 27410.9
9108 ; -34.8189 ; -0.667232 ; 34.8253 ; -3.12243 ; 1.56865e+09 ; 1.56865e+09 ; 27410.9
9109 ; -34.4161 ; 1.16416 ; 34.4358 ; 3.10778 ; 1.56882e+09 ; 1.56882e+09 ; 27410.9
9110 ; -30.9401 ; 2.88691 ; 31.0745 ; 3.04856 ; 1.56899e+09 ; 1.56899e+09 ; 27410.9
9111 ; -23.6364 ; 4.2294 ; 24.0118 ; 2.96453 ; 1.56917e+09 ; 1.56917e+09 ; 27410.9
9112 ; -9.20044 ; 4.04962 ; 10.0522 ; 2.72696 ; 1.56934e+09 ; 1.56934e+09 ; 27410.9
9113 ; -16.3674 ; -4.5299 ; 16.9827 ; -2.87159 ; 1.56951e+09 ; 1.56951e+09 ; 27410.9
9114 ; -27.0956 ; -3.77178 ; 27.3568 ; -3.00328 ; 1.56968e+09 ; 1.56968e+09 ; 27410.9
9115 ; -32.7164 ; -2.22799 ; 32.7922 ; -3.0736 ; 1.56985e+09 ; 1.56985e+09 ; 27410.9
9116 ; -34.9287 ; -0.439671 ; 34.9315 ; -3.12901 ; 1.57003e+09 ; 1.57003e+09 ; 27410.9
9117 ; -34.1586 ; 1.3878 ; 34.1868 ; 3.10099 ; 1.5702e+09 ; 1.5702e+09 ; 27410.9
9118 ; -30.2681 ; 3.08263 ; 30.4247 ; 3.0401 ; 1.57037e+09 ; 1.57037e+09 ; 27410.9
9119 ; -22.3682 ; 4.34063 ; 22.7854 ; 2.94992 ; 1.57054e+09 ; 1.57054e+09 ; 27410.9
9120 ; -6.10553 ; 3.5438 ; 7.05946 ; 2.61569 ; 1.57072e+09 ; 1.57072e+09 ; 27410.9
9121 ; -18.1271 ; -4.52903 ; 18.6843 ; -2.89676 ; 1.57089e+09 ; 1.57089e+09 ; 27410.9
9122 ; -28.0141 ; -3.60458 ; 28.2451 ; -3.01363 ; 1.57106e+09 ; 1.57106e+09 ; 27410.9
9123 ; -33.1613 ; -2.01387 ; 33.2223 ; -3.08094 ; 1.57123e+09 ; 1.57123e+09 ; 27410.9
9124 ; -34.9932 ; -0.21154 ; 34.9939 ; -3.13555 ; 1.5714e+09 ; 1.5714e+09 ; 27410.9
9125 ; -33.8538 ; 1.60952 ; 33.8921 ; 3.09409 ; 1.57158e+09 ; 1.57158e+09 ; 27410.9
9126 ; -29.5365 ; 3.27228 ; 29.7172 ; 3.03125 ; 1.57175e+09 ; 1.57175e+09 ; 27410.9
9127 ; -20.9951 ; 4.43145 ; 21.4576 ; 2.93357 ; 1.57192e+09 ; 1.57192e+09 ; 27410.9
9128 ; -1.91296 ; 2.31778 ; 3.00525 ; 2.2608 ; 1.57209e+09 ; 1.57209e+09 ; 27410.9
9129 ; -19.7321 ; -4.48936 ; 20.2364 ; -2.91789 ; 1.57227e+09 ; 1.57227e+09 ; 27410.9
9130 ; -28.8638 ; -3.42851 ; 29.0667 ; -3.02336 ; 1.57244e+09 ; 1.57244e+09 ; 27410.9
9131 ; -33.556 ; -1.79671 ; 33.6041 ; -3.0881 ; 1.57261e+09 ; 1.57261e+09 ; 27410.9
9132 ; -35.0125 ; 0.0168649 ; 35.0125 ; 3.14111 ; 1.57278e+09 ; 1.57278e+09 ; 27410.9
9133 ; -33.5009 ; 1.82894 ; 33.5507 ; 3.08705 ; 1.57295e+09 ; 1.57295e+09 ; 27410.9
9134 ; -28.7425 ; 3.45502 ; 28.9495 ; 3.02196 ; 1.57313e+09 ; 1.57313e+09 ; 27410.9
9135 ; -19.5039 ; 4.49729 ; 20.0157 ; 2.91497 ; 1.5733e+09 ; 1.5733e+09 ; 27410.9
9136 ; -2.66307 ; -2.61256 ; 3.7306 ; -2.36577 ; 1.57347e+09 ; 1.57347e+09 ; 27410.9
9137 ; -21.2049 ; -4.41948 ; 21.6605 ; -2.93612 ; 1.57364e+09 ; 1.57364e+09 ; 27410.9
9138 ; -29.6484 ; -3.24469 ; 29.8254 ; -3.03259 ; 1.57382e+09 ; 1.57382e+09 ; 27410.9
9139 ; -33.9018 ; -1.57692 ; 33.9385 ; -3.09511 ; 1.57399e+09 ; 1.57399e+09 ; 27410.9
9140 ; -34.9866 ; 0.245247 ; 34.9874 ; 3.13458 ; 1.57416e+09 ; 1.57416e+09 ; 27410.9
9141 ; -33.0988 ; 2.04568 ; 33.1619 ; 3.07987 ; 1.57433e+09 ; 1.57433e+09 ; 27410.9
9142 ; -27.8829 ; 3.62986 ; 28.1182 ; 3.01214 ; 1.5745e+09 ; 1.5745e+09 ; 27410.9
9143 ; -17.8777 ; 4.53185 ; 18.4431 ; 2.89333 ; 1.57468e+09 ; 1.57468e+09 ; 27410.9
9144 ; -6.60856 ; -3.64245 ; 7.54589 ; -2.63785 ; 1.57485e+09 ; 1.57485e+09 ; 27410.9
9145 ; -22.5617 ; -4.3254 ; 22.9726 ; -2.95218 ; 1.57502e+09 ; 1.57502e+09 ; 27410.9
9146 ; -30.371 ; -3.05409 ; 30.5242 ; -3.04137 ; 1.57519e+09 ; 1.57519e+09 ; 27410.9
9147 ; -34.1996 ; -1.3549 ; 34.2265 ; -3.102 ; 1.57537e+09 ; 1.57537e+09 ; 27410.9
9148 ; -34.9154 ; 0.473314 ; 34.9186 ; 3.12804 ; 1.57554e+09 ; 1.57554e+09 ; 27410.9
9149 ; -32.6464 ; 2.25932 ; 32.7245 ; 3.0725 ; 1.57571e+09 ; 1.57571e+09 ; 27410.9
9150 ; -26.9538 ; 3.79564 ; 27.2198 ; 3.00169 ; 1.57588e+09 ; 1.57588e+09 ; 27410.9
9151 ; -16.0928 ; 4.52604 ; 16.7171 ; 2.86743 ; 1.57605e+09 ; 1.57605e+09 ; 27410.9
9152 ; -9.60687 ; -4.10018 ; 10.4453 ; -2.7382 ; 1.57623e+09 ; 1.57623e+09 ; 27410.9
9153 ; -23.8154 ; -4.21147 ; 24.1849 ; -2.96656 ; 1.5764e+09 ; 1.5764e+09 ; 27410.9
9154 ; -31.0345 ; -2.85754 ; 31.1658 ; -3.04978 ; 1.57657e+09 ; 1.57657e+09 ; 27410.9
9155 ; -34.4502 ; -1.131 ; 34.4687 ; -3.10877 ; 1.57674e+09 ; 1.57674e+09 ; 27410.9
9156 ; -34.7988 ; 0.700762 ; 34.8059 ; 3.12146 ; 1.57692e+09 ; 1.57692e+09 ; 27410.9
9157 ; -32.1424 ; 2.46937 ; 32.2371 ; 3.06492 ; 1.57709e+09 ; 1.57709e+09 ; 27410.9
9158 ; -25.9507 ; 3.95097 ; 26.2497 ; 2.9905 ; 1.57726e+09 ; 1.57726e+09 ; 27410.9
9159 ; -14.1158 ; 4.46586 ; 14.8054 ; 2.83518 ; 1.57743e+09 ; 1.57743e+09 ; 27410.9
9160 ; -12.1211 ; -4.34554 ; 12.8765 ; -2.79736 ; 1.5776e+09 ; 1.5776e+09 ; 27410.9
9161 ; -24.9756 ; -4.081 ; 25.3068 ; -2.97962 ; 1.57778e+09 ; 1.57778e+09 ; 27410.9
9162 ; -31.6412 ; -2.65575 ; 31.7524 ; -3.05786 ; 1.57795e+09 ; 1.57795e+09 ; 27410.9
9163 ; -34.6541 ; -0.905576 ; 34.6659 ; -3.11547 ; 1.57812e+09 ; 1.57812e+09 ; 27410.9
9164 ; -34.6365 ; 0.927292 ; 34.6489 ; 3.11483 ; 1.57829e+09 ; 1.57829e+09 ; 27410.9
9165 ; -31.5853 ; 2.67535 ; 31.6984 ; 3.05709 ; 1.57847e+09 ; 1.57847e+09 ; 27410.9
9166 ; -24.868 ; 4.09418 ; 25.2027 ; 2.97842 ; 1.57864e+09 ; 1.57864e+09 ; 27410.9
9167 ; -11.8952 ; 4.32794 ; 12.6581 ; 2.79264 ; 1.57881e+09 ; 1.57881e+09 ; 27410.9
9168 ; -14.3153 ; -4.47454 ; 14.9983 ; -2.83864 ; 1.57898e+09 ; 1.57898e+09 ; 27410.9
9169 ; -26.0504 ; -3.93655 ; 26.3462 ; -2.99161 ; 1.57915e+09 ; 1.57915e+09 ; 27410.9
9170 ; -32.1931 ; -2.44936 ; 32.2861 ; -3.06566 ; 1.57933e+09 ; 1.57933e+09 ; 27410.9
9171 ; -34.812 ; -0.678945 ; 34.8186 ; -3.12209 ; 1.5795e+09 ; 1.5795e+09 ; 27410.9
9172 ; -34.4281 ; 1.15258 ; 34.4474 ; 3.10813 ; 1.57967e+09 ; 1.57967e+09 ; 27410.9
9173 ; -30.9732 ; 2.87666 ; 31.1065 ; 3.04898 ; 1.57984e+09 ; 1.57984e+09 ; 27410.9
9174 ; -23.6991 ; 4.22318 ; 24.0725 ; 2.96524 ; 1.58002e+09 ; 1.58002e+09 ; 27410.9
9175 ; -9.3436 ; 4.06781 ; 10.1907 ; 2.73098 ; 1.58019e+09 ; 1.58019e+09 ; 27410.9
9176 ; -16.272 ; -4.52868 ; 16.8904 ; -2.87015 ; 1.58036e+09 ; 1.58036e+09 ; 27410.9
9177 ; -27.0462 ; -3.78014 ; 27.3091 ; -3.00273 ; 1.58053e+09 ; 1.58053e+09 ; 27410.9
9178 ; -32.6921 ; -2.23894 ; 32.7686 ; -3.07321 ; 1.5807e+09 ; 1.5807e+09 ; 27410.9
9179 ; -34.9242 ; -0.451424 ; 34.9271 ; -3.12867 ; 1.58088e+09 ; 1.58088e+09 ; 27410.9
9180 ; -34.1731 ; 1.37632 ; 34.2008 ; 3.10134 ; 1.58105e+09 ; 1.58105e+09 ; 27410.9
9181 ; -30.3042 ; 3.07268 ; 30.4596 ; 3.04054 ; 1.58122e+09 ; 1.58122e+09 ; 27410.9
9182 ; -22.436 ; 4.33536 ; 22.8511 ; 2.95071 ; 1.58139e+09 ; 1.58139e+09 ; 27410.9
9183 ; -6.28348 ; 3.57953 ; 7.23154 ; 2.62377 ; 1.58157e+09 ; 1.58157e+09 ; 27410.9
9184 ; -18.0404 ; -4.53011 ; 18.6004 ; -2.89557 ; 1.58174e+09 ; 1.58174e+09 ; 27410.9
9185 ; -27.9685 ; -3.61343 ; 28.2009 ; -3.01311 ; 1.58191e+09 ; 1.58191e+09 ; 27410.9
9186 ; -33.1395 ; -2.02499 ; 33.2014 ; -3.08056 ; 1.58208e+09 ; 1.58208e+09 ; 27410.9
9187 ; -34.991 ; -0.223314 ; 34.9917 ; -3.13521 ; 1.58225e+09 ; 1.58225e+09 ; 27410.9
9188 ; -33.8707 ; 1.59814 ; 33.9084 ; 3.09444 ; 1.58243e+09 ; 1.58243e+09 ; 27410.9
9189 ; -29.5757 ; 3.26266 ; 29.7551 ; 3.03172 ; 1.5826e+09 ; 1.5826e+09 ; 27410.9
9190 ; -21.0686 ; 4.42733 ; 21.5288 ; 2.93447 ; 1.58277e+09 ; 1.58277e+09 ; 27410.9
9191 ; -2.18331 ; 2.42988 ; 3.26668 ; 2.3028 ; 1.58294e+09 ; 1.58294e+09 ; 27410.9
9192 ; -19.6528 ; -4.4922 ; 20.1596 ; -2.91687 ; 1.58312e+09 ; 1.58312e+09 ; 27410.9
9193 ; -28.8216 ; -3.43779 ; 29.0259 ; -3.02288 ; 1.58329e+09 ; 1.58329e+09 ; 27410.9
9194 ; -33.5369 ; -1.80797 ; 33.5856 ; -3.08773 ; 1.58346e+09 ; 1.58346e+09 ; 27410.9
9195 ; -35.0126 ; 0.00508333 ; 35.0126 ; 3.14145 ; 1.58363e+09 ; 1.58363e+09 ; 27410.9
9196 ; -33.5203 ; 1.81769 ; 33.5695 ; 3.08742 ; 1.5838e+09 ; 1.5838e+09 ; 27410.9
9197 ; -28.7851 ; 3.44578 ; 28.9906 ; 3.02245 ; 1.58398e+09 ; 1.58398e+09 ; 27410.9
9198 ; -19.584 ; 4.49459 ; 20.0931 ; 2.916 ; 1.58415e+09 ; 1.58415e+09 ; 27410.9
9199 ; -2.40915 ; -2.51827 ; 3.48507 ; -2.33405 ; 1.58432e+09 ; 1.58432e+09 ; 27410.9
9200 ; -21.1319 ; -4.42372 ; 21.5899 ; -2.93523 ; 1.58449e+09 ; 1.58449e+09 ; 27410.9
9201 ; -29.6094 ; -3.25435 ; 29.7877 ; -3.03212 ; 1.58467e+09 ; 1.58467e+09 ; 27410.9
9202 ; -33.8852 ; -1.58831 ; 33.9224 ; -3.09475 ; 1.58484e+09 ; 1.58484e+09 ; 27410.9
9203 ; -34.989 ; 0.233475 ; 34.9898 ; 3.13492 ; 1.58501e+09 ; 1.58501e+09 ; 27410.9
9204 ; -33.1207 ; 2.03458 ; 33.1831 ; 3.08024 ; 1.58518e+09 ; 1.58518e+09 ; 27410.9
9205 ; -27.9289 ; 3.62105 ; 28.1627 ; 3.01266 ; 1.58536e+09 ; 1.58536e+09 ; 27410.9
9206 ; -17.9652 ; 4.53096 ; 18.5277 ; 2.89454 ; 1.58553e+09 ; 1.58553e+09 ; 27410.9
9207 ; -6.43509 ; -3.60925 ; 7.37815 ; -2.63044 ; 1.5857e+09 ; 1.5857e+09 ; 27410.9
